Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Willesden	GPE	to say until the train was held up inexplicably outside Willesden, when he began to fume.	1029	Willesden, Greater London, England, GBR	Locality	City				Willesden	Greater London	England	United Kingdom	GBR	-0.23332999999996673	51.533330000000035	100	
Plymouth	GPE	“I can motor down to Plymouth; there's plenty of time. I might take	1038	Plymouth, Devon, England, GBR	Locality	City				Plymouth	Devon	England	United Kingdom	GBR	-4.142097422999939	50.37000040500004	100	
Phillida	GPE	longer; he was only doubtful whether to knock at Phillida's door and shout goodbye, or to leave her	1109	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
ivory insteps	GPE	hair all over her pink dressing-gown, and ivory insteps peeping out of those soft slippers especially when the vision	1145	Ivory, Dole, Jura, Bourgogne-Franche-Comté, FRA	Locality	City				Dole	Jura	Bourgogne-Franche-Comté	France	FRA	5.8597200000000385	46.91250000000008	75.9	
Phillida	GPE	the kettle on the gas-stove, but no Phillida to make the tea. He could not help wishing	1145	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Phillida	GPE	rooted to the carpet in the sunny room, until Phillida came in after him, and stood looking over his	1153	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Kensington	GPE	at once. “It's Holland Walk, in Kensington.”	1154	Kensington, PE, CAN	Locality	City				Kensington	Prince County	Prince Edward Island	Canada	CAN	-63.635685999999964	46.43773200000004	100	
Phillida	GPE	a certain suspicion, but that was not enough for Phillida.	1183	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Phillida	GPE	hours and vivid moments that he remembered the one which Phillida and he began alone together in her uncle's house	1216	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
England	GPE	by Baumgartner himself in one of his little digs at England. Pocket was not sure about this, but he	1241	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Phillida	GPE	about this, but he mentioned his impression, and Phillida nodded with swimming eyes.	1241	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Park Lane	GPE	had been shot dead in front of his house in Park Lane. The murder had been committed in the early hours	1253	Park Lane, Bury, Greater Manchester, England, GBR	Locality	District				Bury	Greater Manchester	England	United Kingdom	GBR	-2.3085410739999475	53.540650061000065	100	
England	GPE	soon after marriage. He must have been settled in England many years before Phillida's mother, herself an Englishman	1256	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Switzerland	GPE	, he had only just given her six months in Switzerland. It was during those months that all his eccentricities	1256	Switzerland	Locality	Country							Switzerland	CHE	8.245024096000066	46.79981744200006	100	
Phillida	GPE	half by having the meals in from a restaurant. Phillida had no influence with him in these or any other	1256	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Phillida	GPE	any other case, he would have done it for Phillida's sake that afternoon. But with every hour of	1258	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
