Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Avonmouth	GPE	acceptable had Bessie Keith made herself everywhere, that all Avonmouth was grieved at her engagement to spend the winter at	1949	Avonmouth, Bristol, England, GBR	Locality	District				Avonmouth	Bristol	England	United Kingdom	GBR	-2.6988996199999633	51.50073071700007	100	
Bath	GPE	time asleep, when, at about two stations from Bath, Bessie having shut the little door in the middle	1961	Bath, Somerset, England, GBR	Locality	City				Bath	Somerset	England	United Kingdom	GBR	-2.3592838029999257	51.38279963800005	100	
the West Indies	GPE	he going to provide properly for his poor daughter in the West Indies?”	1989	West Indies	Locality	Zone									-71.21666999999997	19.383330000000058	99.95	
Avonmouth	GPE	was his own the next morning, he rode to Avonmouth and sought out the Colonel, not perhaps with very	2010	Avonmouth, Bristol, England, GBR	Locality	District				Avonmouth	Bristol	England	United Kingdom	GBR	-2.6988996199999633	51.50073071700007	100	
Rio	GPE	attentions, and I believe he is gone out to Rio in hopes of earning means to justify his addresses.	2021	Rio, Rio de Janeiro, BRA	Locality	City				Rio de Janeiro		Rio de Janeiro	Brasil	BRA	-43.17500999999993	-22.91215999999997	100	
Bath	GPE	cold months abroad. It was to take place at Bath, and was to be as quiet as possible;	2058	Bath, Somerset, England, GBR	Locality	City				Bath	Somerset	England	United Kingdom	GBR	-2.3592838029999257	51.38279963800005	100	
Providence	GPE	, and regarded this new marriage as a crossing of Providence. She vainly endeavoured to stir up Master Colin to	2060	Providence, RI, USA	Locality	City				Providence	Providence County	Rhode Island	United States	USA	-71.41197999999997	41.82388000000003	100	
Scotland	GPE	that haena sae muckle’s set fit in our bonny Scotland; an’ sic scriechin’, skirlin’ tongues	2062	Scotland, GBR	Locality	State or Province						Scotland	United Kingdom	GBR	-4.181296541999927	56.84002490600005	100	
weel	GPE	gleg aneugh to ken a body that’ll serve her weel, an’ see to the guidin’ o’	2068	Weel, East Riding of Yorkshire, England, GBR	Locality	Village				Weel	East Riding of Yorkshire	England	United Kingdom	GBR	-0.38398888099993655	53.84063951500008	100	
Avonmouth	GPE	lately been invalided, to come and benefit by the Avonmouth climate. Scottish hospitality softened Tibbie’s heart, and	2070	Avonmouth, Bristol, England, GBR	Locality	District				Avonmouth	Bristol	England	United Kingdom	GBR	-2.6988996199999633	51.50073071700007	100	
the —th Highlanders	GPE	him such an intelligent auditor of the Indian exploits of the —th Highlanders that mutual respect was fully established, and high politeness	2070	Highlanders, 1, Corralito, Carrizal, Bolivariano Miranda, VEN	POI	Fast Food	1	1		Corralito	Carrizal	Bolivariano Miranda	Venezuela	VEN	-67.00561999999996	10.353310000000022	78.82	
Kensington Gardens	GPE	walk with us, and sit under the trees in Kensington Gardens with her. And sometimes he gave me lemon-	2104	Kensington Gardens, Daytona Beach, FL, USA	Locality	Neighborhood				Daytona Beach	Volusia County	Florida	United States	USA	-81.03206999999998	29.192500000000052	100	
